date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:51	27273/27273	---MCZ	200	added ('OK')	text/css	etag:%221db4a81d0b07309%22	https://www.tesol.org/Static/dist/css/ace-main.css?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/dist/css/ace-mainef92.css	(from https://www.tesol.org/)
11:18:52	8497/8497	---MCZ	200	added ('OK')	text/css	etag:%221db4a81d0b038b1%22	https://www.tesol.org/Static/dist/css/calendar-apps.css?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/dist/css/calendar-appsef92.css	(from https://www.tesol.org/)
11:18:54	43/43	---MCZ	200	added ('OK')	text/css	etag:%221db4a81d0b019ab%22	https://www.tesol.org/Static/dist/css/theme/main-theme.css?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/dist/css/theme/main-themeef92.css	(from https://www.tesol.org/)
11:18:54	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=32&height=32	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-faviconc7c8.ico	(from https://www.tesol.org/)
11:18:55	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=57&height=57	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon9760.ico	(from https://www.tesol.org/)
11:18:57	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=60&height=60	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon2b1d.ico	(from https://www.tesol.org/)
11:18:58	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=72&height=72	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon0215.ico	(from https://www.tesol.org/)
11:18:59	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=76&height=76	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicona4a3.ico	(from https://www.tesol.org/)
11:19:00	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=114&height=114	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon78ca.ico	(from https://www.tesol.org/)
11:19:01	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=120&height=120	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon7ff5.ico	(from https://www.tesol.org/)
11:19:02	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=144&height=144	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-faviconfe42.ico	(from https://www.tesol.org/)
11:19:03	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=152&height=152	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicone761.ico	(from https://www.tesol.org/)
11:19:04	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=180&height=180	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicone41a.ico	(from https://www.tesol.org/)
11:19:05	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=16&height=16	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-faviconb51b.ico	(from https://www.tesol.org/)
11:19:06	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=96&height=96	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-favicon50a7.ico	(from https://www.tesol.org/)
11:19:08	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%221d94ad8804c0bfe%22	https://www.tesol.org/media/4rihd4yk/tesol-favicon.ico?width=192&height=192	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/4rihd4yk/tesol-faviconf73b.ico	(from https://www.tesol.org/)
11:19:08	870/870	---MC-	200	added ('OK')	text/javascript	date:Sun,%2012%20Jan%202025%2004:19:08%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/Tesol/www.google.com/recaptcha/api.js	(from https://www.tesol.org/)
11:19:08	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2012%20Jan%202025%2004:19:08%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Tesol/www.googletagmanager.com/gtm.195445.delayed	(from https://www.tesol.org/)
11:19:10	203551/203551	---M--	200	added ('OK')	image/png	etag:%221d94ad88513d89f%22	https://www.tesol.org/media/fsjdwuuk/tesol_horz_notag_rgb.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/fsjdwuuk/tesol_horz_notag_rgb.png	(from https://www.tesol.org/)
11:19:11	46968/46968	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:10%20GMT	https://www.tesol.org/careers/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/index.html	(from https://www.tesol.org/)
11:19:11	57299/57299	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:10%20GMT	https://www.tesol.org/careers/career-quiz/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/career-quiz/index.html	(from https://www.tesol.org/)
11:19:12	59958/59958	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:12%20GMT	https://www.tesol.org/careers/career-tools/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/career-tools/index.html	(from https://www.tesol.org/)
11:19:12	581467/581467	---M--	200	added ('OK')	image/jpeg	etag:%221db556e56ea85db%22	https://www.tesol.org/media/jh3l3srv/tesol-homepage-banner-cropped-v2.jpg?width=300&height=140&rnd=133794366334970000	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/jh3l3srv/tesol-homepage-banner-cropped-v2ba04.jpg	(from https://www.tesol.org/)
11:19:13	45137/45137	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:12%20GMT	https://www.tesol.org/careers/career-stories/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/career-stories/index.html	(from https://www.tesol.org/)
11:19:13	47567/47567	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:13%20GMT	https://www.tesol.org/careers/give-back/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/give-back/index.html	(from https://www.tesol.org/)
11:19:14	50150/50150	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:13%20GMT	https://www.tesol.org/careers/awards-grants-scholarships/	C:/My%20Web%20Sites/Tesol/www.tesol.org/careers/awards-grants-scholarships/index.html	(from https://www.tesol.org/)
11:19:15	716947/716947	---M--	200	added ('OK')	image/png	etag:%221db138288dc7d93%22	https://www.tesol.org/media/hdulsst1/tesol-2025-letters.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/hdulsst1/tesol-2025-letters.png	(from https://www.tesol.org/)
11:19:16	66000/66000	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:14%20GMT	https://www.tesol.org/join-tesol/	C:/My%20Web%20Sites/Tesol/www.tesol.org/join-tesol/index.html	(from https://www.tesol.org/)
11:19:16	55485/55485	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:14%20GMT	https://www.tesol.org/join-tesol/member-benefits/	C:/My%20Web%20Sites/Tesol/www.tesol.org/join-tesol/member-benefits/index.html	(from https://www.tesol.org/)
11:19:16	716947/716947	---M--	200	added ('OK')	image/png	etag:%221db138288dc7d93%22	https://www.tesol.org/media/hdulsst1/tesol-2025-letters.png?width=160&height=120&rnd=133721921309770000	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/hdulsst1/tesol-2025-lettersfdd6.png	(from https://www.tesol.org/)
11:19:17	50483/50483	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:17%20GMT	https://www.tesol.org/join-tesol/connect/	C:/My%20Web%20Sites/Tesol/www.tesol.org/join-tesol/connect/index.html	(from https://www.tesol.org/)
11:19:17	20267/20267	---M--	200	added ('OK')	image/png	etag:%221db39ca14a3c8ab%22	https://www.tesol.org/media/23kd1hq4/tmobile-for-education-logo.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/23kd1hq4/tmobile-for-education-logo.png	(from https://www.tesol.org/)
11:19:18	45746/45746	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:17%20GMT	https://www.tesol.org/join-tesol/meet-tesol-members/	C:/My%20Web%20Sites/Tesol/www.tesol.org/join-tesol/meet-tesol-members/index.html	(from https://www.tesol.org/)
11:19:18	46367/46367	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:18%20GMT	https://www.tesol.org/professional-development/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/index.html	(from https://www.tesol.org/)
11:19:18	56980/56980	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:18%20GMT	https://www.tesol.org/professional-development/education-and-events/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/education-and-events/index.html	(from https://www.tesol.org/)
11:19:19	47702/47702	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:18%20GMT	https://www.tesol.org/professional-development/education-and-events/in-person/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/education-and-events/in-person/index.html	(from https://www.tesol.org/)
11:19:21	52027/52027	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:19%20GMT	https://www.tesol.org/professional-development/education-and-events/live-online/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/education-and-events/live-online/index.html	(from https://www.tesol.org/)
11:19:21	61819/61819	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:19%20GMT	https://www.tesol.org/professional-development/education-and-events/on-demand-facilitated/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/education-and-events/on-demand-facilitated/index.html	(from https://www.tesol.org/)
11:19:22	50927/50927	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:19%20GMT	https://www.tesol.org/professional-development/publications-and-research/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/publications-and-research/index.html	(from https://www.tesol.org/)
11:19:22	1067176/1067176	---M--	200	added ('OK')	image/png	etag:%221da89d48a671f28%22	https://www.tesol.org/media/nlhhmmjt/split-component-horizontal-1.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/nlhhmmjt/split-component-horizontal-1.png	(from https://www.tesol.org/)
11:19:22	63345/63345	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:22%20GMT	https://www.tesol.org/professional-development/publications-and-research/tesol-publications/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/publications-and-research/tesol-publications/index.html	(from https://www.tesol.org/)
11:19:25	44643/44643	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:22%20GMT	https://www.tesol.org/professional-development/publications-and-research/research-and-standards/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/publications-and-research/research-and-standards/index.html	(from https://www.tesol.org/)
11:19:25	50762/50762	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:23%20GMT	https://www.tesol.org/tesol-global-community/	C:/My%20Web%20Sites/Tesol/www.tesol.org/tesol-global-community/index.html	(from https://www.tesol.org/)
11:19:25	58825/58825	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:23%20GMT	https://www.tesol.org/tesol-global-community/affiliates/	C:/My%20Web%20Sites/Tesol/www.tesol.org/tesol-global-community/affiliates/index.html	(from https://www.tesol.org/)
11:19:26	1067176/1067176	---M--	200	added ('OK')	image/png	etag:%221da89d48a671f28%22	https://www.tesol.org/media/nlhhmmjt/split-component-horizontal-1.png?width=160&height=90&rnd=133570540918000000	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/nlhhmmjt/split-component-horizontal-164e0.png	(from https://www.tesol.org/)
11:19:26	55888/55888	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:26%20GMT	https://www.tesol.org/tesol-global-community/communities-of-practice/	C:/My%20Web%20Sites/Tesol/www.tesol.org/tesol-global-community/communities-of-practice/index.html	(from https://www.tesol.org/)
11:19:29	61605/61605	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:26%20GMT	https://www.tesol.org/resource-center/	C:/My%20Web%20Sites/Tesol/www.tesol.org/resource-center/index.html	(from https://www.tesol.org/)
11:19:29	54906/54906	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:27%20GMT	https://www.tesol.org/advocacy/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/index.html	(from https://www.tesol.org/)
11:19:29	53791/53791	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:27%20GMT	https://www.tesol.org/advocacy/events/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/events/index.html	(from https://www.tesol.org/)
11:19:30	729126/729126	---M--	200	added ('OK')	image/png	etag:%221dadf8b8b3cd7a6%22	https://www.tesol.org/media/2qjlkbf4/split-component-horizontal-3.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/2qjlkbf4/split-component-horizontal-3.png	(from https://www.tesol.org/)
11:19:30	55012/55012	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:30%20GMT	https://www.tesol.org/advocacy/events/advocacy-action-days/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/events/advocacy-action-days/index.html	(from https://www.tesol.org/)
11:19:32	111781/111781	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:30%20GMT	https://www.tesol.org/advocacy/events/advocacy-action-days-2024/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/events/advocacy-action-days-2024/index.html	(from https://www.tesol.org/)
11:19:33	47364/47364	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:31%20GMT	https://www.tesol.org/advocacy/events/aefl-week-2025/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/events/aefl-week-2025/index.html	(from https://www.tesol.org/)
11:19:33	55667/55667	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:31%20GMT	https://www.tesol.org/advocacy/advocacy-resources/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/advocacy-resources/index.html	(from https://www.tesol.org/)
11:19:33	729126/729126	---M--	200	added ('OK')	image/png	etag:%221dadf8b8b3cd7a6%22	https://www.tesol.org/media/2qjlkbf4/split-component-horizontal-3.png?width=160&height=90&rnd=133664785391570000	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/2qjlkbf4/split-component-horizontal-32a50.png	(from https://www.tesol.org/)
11:19:34	39503/39503	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:33%20GMT	https://www.tesol.org/advocacy/advocacy-action-center/	C:/My%20Web%20Sites/Tesol/www.tesol.org/advocacy/advocacy-action-center/index.html	(from https://www.tesol.org/)
11:19:34	30338/30338	---M--	200	added ('OK')	image/png	etag:%221d94ad87f1a9402%22	https://www.tesol.org/media/3yflydwd/tesol_horz_notag_white.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/3yflydwd/tesol_horz_notag_white.png	(from https://www.tesol.org/)
11:19:34	78382/78382	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:33%20GMT	https://www.tesol.org/position-statements/	C:/My%20Web%20Sites/Tesol/www.tesol.org/position-statements/index.html	(from https://www.tesol.org/)
11:19:35	68793/68793	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:34%20GMT	https://www.tesol.org/about/	C:/My%20Web%20Sites/Tesol/www.tesol.org/about/index.html	(from https://www.tesol.org/)
11:19:35	51830/51830	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:34%20GMT	https://www.tesol.org/news/	C:/My%20Web%20Sites/Tesol/www.tesol.org/news/index.html	(from https://www.tesol.org/)
11:19:35	35191/35191	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:34%20GMT	https://www.tesol.org/in-person/	C:/My%20Web%20Sites/Tesol/www.tesol.org/in-person/index.html	(from https://www.tesol.org/)
11:19:36	578/578	---M--	200	added ('OK')	image/png	etag:%221d94ad884782f42%22	https://www.tesol.org/media/fdzjnp3d/facebook-icon.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/fdzjnp3d/facebook-icon.png	(from https://www.tesol.org/)
11:19:36	68355/68355	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:36%20GMT	https://www.tesol.org/professional-development/education-and-events/live-online/amplifying-digital-literacy-equity/	C:/My%20Web%20Sites/Tesol/www.tesol.org/professional-development/education-and-events/live-online/amplifying-digital-literacy-equity/index.html	(from https://www.tesol.org/)
11:19:37	85012/85012	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:36%20GMT	https://www.tesol.org/blog/	C:/My%20Web%20Sites/Tesol/www.tesol.org/blog/index.html	(from https://www.tesol.org/)
11:19:37	38537/38537	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:36%20GMT	https://www.tesol.org/news/tesol-welcomes-kurdistan-association-of-tesol-educators-to-affiliate-network/	C:/My%20Web%20Sites/Tesol/www.tesol.org/news/tesol-welcomes-kurdistan-association-of-tesol-educators-to-affiliate-network/index.html	(from https://www.tesol.org/)
11:19:37	39112/39112	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:37%20GMT	https://www.tesol.org/news/tesol-welcomes-danielle-staudt-as-incoming-executive-director/	C:/My%20Web%20Sites/Tesol/www.tesol.org/news/tesol-welcomes-danielle-staudt-as-incoming-executive-director/index.html	(from https://www.tesol.org/)
11:19:37	1071/1071	---M--	200	added ('OK')	image/png	etag:%221d94ad8893ce52f%22	https://www.tesol.org/media/jsbhghex/instagram-icon.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/jsbhghex/instagram-icon.png	(from https://www.tesol.org/)
11:19:38	39594/39594	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:37%20GMT	https://www.tesol.org/news/2025-election-results/	C:/My%20Web%20Sites/Tesol/www.tesol.org/news/2025-election-results/index.html	(from https://www.tesol.org/)
11:19:39	33681/33681	---M--	200	added ('OK')	image/png	etag:%221db61159c2d0e91%22	https://www.tesol.org/media/q1kntz02/threads-logo-white-01.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/q1kntz02/threads-logo-white-01.png	(from https://www.tesol.org/)
11:19:40	653/653	---M--	200	added ('OK')	image/png	etag:%221d94ad893f7748d%22	https://www.tesol.org/media/xxwn5vy1/linkedin-icon.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/xxwn5vy1/linkedin-icon.png	(from https://www.tesol.org/)
11:19:41	491/491	---M--	200	added ('OK')	image/png	etag:%221d94ad87b875a6b%22	https://www.tesol.org/media/0bypgvtg/icon_awesome-youtube.png	C:/My%20Web%20Sites/Tesol/www.tesol.org/media/0bypgvtg/icon_awesome-youtube.png	(from https://www.tesol.org/)
11:19:43	353470/353470	---M-Z	200	added ('OK')	text/javascript	etag:%22e8bba5a6%22	https://www.tesol.org/sb/sitebuilder-js-bundle.js.v1	C:/My%20Web%20Sites/Tesol/www.tesol.org/sb/sitebuilder-js-bundle.js.v1	(from https://www.tesol.org/)
11:19:43	91858/91858	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:42%20GMT	https://www.tesol.org/contact-us/	C:/My%20Web%20Sites/Tesol/www.tesol.org/contact-us/index.html	(from https://www.tesol.org/)
11:19:43	53780/53780	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:42%20GMT	https://www.tesol.org/about/support-tesol/	C:/My%20Web%20Sites/Tesol/www.tesol.org/about/support-tesol/index.html	(from https://www.tesol.org/)
11:19:44	45938/45938	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:42%20GMT	https://www.tesol.org/about/sponsor-exhibit-and-advertise/	C:/My%20Web%20Sites/Tesol/www.tesol.org/about/sponsor-exhibit-and-advertise/index.html	(from https://www.tesol.org/)
11:19:44	51307/51307	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:44%20GMT	https://www.tesol.org/privacy-policy/	C:/My%20Web%20Sites/Tesol/www.tesol.org/privacy-policy/index.html	(from https://www.tesol.org/)
11:19:45	17821/17821	---MCZ	200	added ('OK')	application/javascript	etag:%221db4a81d0b05c1d%22	https://www.tesol.org/Static/dist/js/global.js?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/dist/js/globalef92.js	(from https://www.tesol.org/)
11:19:45	47008/47008	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:44%20GMT	https://www.tesol.org/code-of-conduct/	C:/My%20Web%20Sites/Tesol/www.tesol.org/code-of-conduct/index.html	(from https://www.tesol.org/)
11:19:45	63052/63052	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Jan%202025%2004:19:44%20GMT	https://www.tesol.org/terms-conditions/	C:/My%20Web%20Sites/Tesol/www.tesol.org/terms-conditions/index.html	(from https://www.tesol.org/)
11:19:47	701432/701432	---MCZ	200	added ('OK')	application/javascript	etag:%221db4a81d0baaa78%22	https://www.tesol.org/Static/dist/js/calendar.js?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/dist/js/calendaref92.js	(from https://www.tesol.org/)
11:19:47	409/409	---MCZ	200	added ('OK')	application/javascript	etag:%221db4a81d0b01819%22	https://www.tesol.org/Static/javascript/scripts/upcomingEvents.js?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/javascript/scripts/upcomingEventsef92.js	(from https://www.tesol.org/)
11:19:48	188/188	---MCZ	200	added ('OK')	application/javascript	etag:%221db4a81d0b0193c%22	https://www.tesol.org/Static/javascript/scripts/url-current-page-cookie.js?version=638693591532130000	C:/My%20Web%20Sites/Tesol/www.tesol.org/Static/javascript/scripts/url-current-page-cookieef92.js	(from https://www.tesol.org/)
11:19:50	112650/112650	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221db4a81d442188a%22	https://www.tesol.org/css/tesolMainSite/icons/ionicons.eot?v=4.5.4	C:/My%20Web%20Sites/Tesol/www.tesol.org/css/tesolMainSite/icons/ionicons15e7.eot	(from https://www.tesol.org/sb/sitebuilder-css-bundle.css.v1)
11:19:50	50556/50556	---M--	200	added ('OK')	font/woff2	etag:%221db4a81d44365fc%22	https://www.tesol.org/css/tesolMainSite/icons/ionicons.woff2?v=4.5.4	C:/My%20Web%20Sites/Tesol/www.tesol.org/css/tesolMainSite/icons/ionicons15e7.woff2	(from https://www.tesol.org/sb/sitebuilder-css-bundle.css.v1)
11:19:52	65908/65908	---M--	200	added ('OK')	application/font-woff	etag:%221db4a81d442a1f4%22	https://www.tesol.org/css/tesolMainSite/icons/ionicons.woff?v=4.5.4	C:/My%20Web%20Sites/Tesol/www.tesol.org/css/tesolMainSite/icons/ionicons15e7.woff	(from https://www.tesol.org/sb/sitebuilder-css-bundle.css.v1)
